,Q,R,S,T
0,0.0,0.0,0.49696841485909116,0.49696841485909116
1,0.0,0.0,-1.3718066822691437,-1.3718066822691437
2,0.0,0.0,-0.8655668204452522,-0.8655668204452522
3,0.0,0.0,0.8288015272686216,0.8288015272686216
4,0.0,0.0,-0.003568881055354245,-0.003568881055354245
5,0.0,0.0,-1.5218103509756145,-1.5218103509756145
6,0.0,0.0,0.10833956571622427,2.108339565716224
7,0.0,0.0,-0.39606699741281437,-0.39606699741281437
8,0.0,0.0,-0.3575091658389691,-0.3575091658389691
9,0.0,0.0,1.4811307773793545,1.4811307773793545
10,0.0,0.0,-3.933914855048907,-1.933914855048907
11,1.0,0.0,-0.6570706240429148,-0.6570706240429148
12,0.0,0.0,0.6401472988354817,1.6401472988354817
13,0.0,0.0,-2.6250474838006963,-1.6250474838006963
14,0.0,0.0,0.4427312687994456,0.4427312687994456
15,0.0,0.0,-1.071954213518975,-0.07195421351897502
16,1.0,0.0,-2.5524998128507503,-2.5524998128507503
17,0.0,0.0,-4.157242691789828,-4.157242691789828
18,1.0,0.0,0.4914899629990561,1.4914899629990561
19,0.0,0.0,-0.7736294514418633,0.22637054855813665
20,0.0,0.0,0.5994036050199696,0.5994036050199696
21,0.0,0.0,-0.34949114869559406,-0.34949114869559406
22,0.0,0.0,-4.125723219197838,-4.125723219197838
23,0.0,0.0,-3.094547445116958,-3.094547445116958
24,0.0,0.0,-2.7710976214523724,-2.7710976214523724
25,0.0,0.0,0.5600893258413453,0.5600893258413453
26,0.0,0.0,1.3075644642192032,2.3075644642192032
27,1.0,0.0,0.7769348599447272,1.7769348599447272
28,1.0,0.0,2.7397262868332444,3.7397262868332444
29,1.0,0.0,-1.2787837786971636,0.7212162213028364
30,1.0,0.0,-0.48908989214459564,0.5109101078554044
31,0.0,0.0,-1.9028351186395447,-0.9028351186395447
32,0.0,0.0,-2.0713985611745915,-2.0713985611745915
33,0.0,0.0,-1.6226477410786675,-1.6226477410786675
34,1.0,0.0,0.6623223185427678,1.6623223185427678
35,0.0,0.0,-1.8303740870349219,0.16962591296507812
36,0.0,0.0,0.43300970535839856,1.4330097053583986
37,0.0,0.0,-2.0663889677753016,-2.0663889677753016
38,0.0,0.0,-3.0360317550751588,-3.0360317550751588
39,0.0,0.0,-0.8026437306610633,0.19735626933893669
40,0.0,0.0,-0.4460271696147964,0.5539728303852036
41,0.0,0.0,1.866894667477739,2.866894667477739
42,0.0,0.0,-1.3244644469444484,-0.3244644469444484
43,0.0,0.0,-1.377092077600722,-0.37709207760072205
44,1.0,0.0,-0.24058536910346962,0.7594146308965304
45,0.0,0.0,-2.219136712098128,-2.219136712098128
46,0.0,0.0,-1.5922708889590467,-0.5922708889590467
47,1.0,0.0,-2.389180051699271,-1.3891800516992712
48,1.0,0.0,0.68294059228504,0.68294059228504
49,0.0,0.0,-0.9061509798648305,1.0938490201351696
50,0.0,0.0,-1.953652487838279,-1.953652487838279
51,0.0,0.0,-1.8327658332845846,-0.8327658332845846
52,0.0,0.0,-0.6680911411507757,-0.6680911411507757
53,0.0,0.0,-1.7940078585223957,-1.7940078585223957
54,0.0,0.0,-2.477657819070049,-1.477657819070049
55,0.0,0.0,2.27517921402009,4.27517921402009
56,0.0,0.0,2.35014814650546,3.35014814650546
57,1.0,0.0,-3.701440887945557,-2.701440887945557
58,0.0,0.0,-3.668508252433374,-3.668508252433374
59,0.0,0.0,-3.9075064526517185,-3.9075064526517185
60,0.0,0.0,1.9899822539015815,1.9899822539015815
61,0.0,0.0,-2.5482606783304287,-1.5482606783304287
62,0.0,0.0,-2.1700598299722,-1.1700598299722
63,0.0,0.0,-4.859400280486568,-4.859400280486568
64,0.0,0.0,-1.433393380791542,-0.433393380791542
65,0.0,0.0,0.9662166435625845,0.9662166435625845
66,0.0,0.0,-1.572029626503047,-1.572029626503047
67,0.0,0.0,-2.124960907425189,-2.124960907425189
68,0.0,0.0,-1.1128971699107921,-0.11289716991079213
69,0.0,0.0,-2.1528657441233414,-2.1528657441233414
70,1.0,0.0,-1.9468552607329914,0.05314473926700858
71,0.0,0.0,-2.0952027614276716,-0.09520276142767159
72,0.0,0.0,-0.15131102031517685,1.8486889796848232
73,1.0,0.0,-3.7535495689696017,-3.7535495689696017
74,0.0,0.0,2.3521947267371166,3.3521947267371166
75,0.0,0.0,0.7069047951345793,1.7069047951345793
76,1.0,0.0,3.411036926715414,3.411036926715414
77,0.0,0.0,0.31722199447776245,0.31722199447776245
78,0.0,0.0,2.553688148673622,2.553688148673622
79,1.0,0.0,-0.77911200392432,-0.77911200392432
80,1.0,0.0,0.30036116457495643,0.30036116457495643
81,0.0,0.0,4.067915220704121,5.067915220704121
82,0.0,0.0,-2.586463929559369,-2.586463929559369
83,1.0,0.0,0.23932107029004213,1.2393210702900421
84,0.0,0.0,-0.3867757629650338,0.6132242370349662
85,0.0,0.0,-1.2611785931901793,-0.26117859319017933
86,0.0,0.0,-0.960968626284201,0.03903137371579901
87,0.0,0.0,-0.24630538091958742,-0.24630538091958742
88,0.0,0.0,-0.13707620184190772,0.8629237981580923
89,0.0,0.0,-2.8532264352848986,-2.8532264352848986
90,0.0,0.0,0.16569873882459052,1.1656987388245905
91,1.0,0.0,1.7594173849859944,1.7594173849859944
92,0.0,0.0,-1.6185858810484834,-1.6185858810484834
93,0.0,0.0,-1.5791495274833423,-0.5791495274833423
94,0.0,0.0,-2.761318443527929,-2.761318443527929
95,0.0,0.0,-3.768658769141391,-2.768658769141391
96,0.0,0.0,-0.7396442116576551,-0.7396442116576551
97,0.0,0.0,-7.035110122648946,-6.035110122648946
98,0.0,0.0,-0.19067379836701792,-0.19067379836701792
99,1.0,0.0,0.10917020274696698,2.109170202746967
