,I,P,S,B,K,A
0,0.8724296841143875,7.816825930343454,0.0,6.944396246229067,0.5112060238820763,4.444735413531173
1,2.3107222435383425,8.861079917477234,0.0,6.550357673938891,0.7409282501719121,-11.049668688966914
2,0.9796799810066467,6.234821421843588,1.0,6.255141440836941,0.6276702897158672,5.084171867548856
3,0.7501198504233856,4.914267888581825,0.0,5.164148038158439,0.4701193040912034,-2.2098968960678693
4,-0.03876482118596078,5.742992493154577,0.0,5.781757314340537,0.5830751143298367,-1.580250961522378
5,-1.5591533936308846,-2.832951954125453,1.0,0.7262014395054317,0.32814862343167067,0.48296064090283963
6,-0.2971997836682417,6.041048639770975,1.0,6.338248423439216,0.5546151026565989,6.211446834100094
7,1.1883727127778467,1.579416697430577,1.0,1.3910439846527303,0.3720292501751718,2.628214297102996
8,0.10080217359378374,-2.9008513465150996,0.0,-2.001653520108883,0.49275558837734934,-2.2455894951048117
9,-0.4766910458705448,3.5683845137765653,1.0,4.04507555964711,0.9070532855724428,-3.9703493269517756
10,1.865003071859682,1.1589358277376147,1.0,0.293932755877933,0.8547991625773002,1.0738092437273115
11,0.28517094040023316,3.3726897964540807,1.0,3.0875188560538476,0.7956238593174906,-1.5736949277239698
12,-1.594944125477621,0.3841331558828964,0.0,1.9790772813605175,0.2138431856090556,2.247722664594408
13,-0.26324436044260174,7.672077728056564,0.0,9.935322088499166,0.6923291895459762,5.751866920788483
14,1.800577638833675,2.9393736443628757,0.0,1.1387960055292008,0.6147164719650171,-1.872760606317126
15,-0.9664035213999453,-5.433230163567206,1.0,-3.466826642167261,0.18062421753100527,-2.182193125030128
16,0.5679076021045566,6.724641173184944,0.0,6.156733571080387,0.3738460325369865,5.188639500915045
17,0.5448995078791439,4.515600010196029,1.0,4.970700502316885,0.7569330174854798,8.512838772850827
18,0.5744278181228222,4.119693293765731,1.0,3.5452654756429087,0.6893698389025247,-1.2362268391828537
19,0.8756853539962303,0.12726780598689014,1.0,1.25158245199066,0.30531029394501386,0.4928296239352624
20,0.5292336556473745,0.08484017357051143,1.0,0.5556065179231371,0.2835885640951257,1.8383523989755999
21,1.6863947381604687,3.590040565530736,0.0,2.9036458273702674,0.5198876570136436,4.151856313778789
22,0.7621087907994935,3.7430736245775313,1.0,3.9809648337780383,0.8485465410849501,-3.1912509911450124
23,-0.5270261018739295,1.924348262595309,1.0,3.4513743644692387,0.40712120805170093,2.4430174909486615
24,0.416959020025499,1.9315249678014732,0.0,3.5145659477759743,0.6142524480017004,1.5037077850391996
25,0.608461450721834,-1.2714668563330584,1.0,-1.8799283070548924,0.7951086551328892,0.30523269872326964
26,0.8263825064291099,2.9166037290832962,0.0,2.0902212226541863,0.39072200103161253,-2.4607787848768004
27,1.0399813488789458,4.154858310906277,1.0,3.114876962027331,0.6035365084181477,-10.85586426769565
28,-0.6898364848116956,3.8452139022625644,0.0,5.53505038707426,0.4839958373217748,0.9654024206911285
29,0.1749399714517617,-0.47026646361579405,0.0,-0.6452064350675557,0.5190402921273669,-0.4132863657460794
30,0.7582706870984437,-1.0564039870283497,1.0,0.1853253258732066,0.4606251210797514,1.113369136111931
31,1.5163346844839691,4.727100948051949,0.0,3.21076626356798,0.4171490843292603,4.723702607610068
32,2.629406899052698,4.391188272848267,1.0,1.7617813737955692,0.9668997136379742,0.802481009775722
33,0.4349373602950318,7.7937397028749285,1.0,8.358802342579896,0.8002991383455974,2.702838728578797
34,1.274850731365824,3.1071364513015585,1.0,1.8322857199357345,0.5562380373846895,-1.550298173904432
35,1.2410770991169966,2.5055685786802195,1.0,1.264491479563223,0.760506645365987,1.2665716550865056
36,1.1809006389739303,5.393210116936407,0.0,6.212309477962477,0.49086290112677755,6.575699547822003
37,0.2176694115422137,0.5757779798307774,1.0,1.3581085682885636,0.2699562002092987,0.673547497441497
38,0.48525827222797757,6.736874613928045,0.0,8.251616341700068,0.4801950515507313,-0.24512419965448953
39,0.25698136781565206,-1.3562759234321646,1.0,-0.6132572912478167,0.7405701617137199,1.9186143506342903
40,1.6903195637318549,-0.41341233888945794,0.0,-2.1037319026213126,0.20801773616376068,0.9658765252775169
41,1.4464140681582265,3.6313097118460367,1.0,2.18489564368781,0.29111777050332577,1.872370680891198
42,0.5085489471520898,-2.9553266406921535,0.0,-3.4638755878442433,0.5733987456338768,3.1143363674118723
43,-0.2278046031202675,-7.563341211322688,1.0,-6.33553660820242,0.0967266058752239,-13.181495163662285
44,-0.6281281432496276,4.842041125560284,0.0,5.4701692688099115,0.7048409357836188,2.3396841970369087
45,2.108797126474848,4.191410635817194,1.0,2.082613509342346,0.8692023814012784,2.5556338907040375
46,-0.9105140837102398,-5.631883430740627,1.0,-3.7213693470303877,0.752223850493421,-3.934409684952228
47,1.4758657336576317,8.669568275163599,0.0,7.193702541505967,0.7175056546132308,-9.35616264633106
48,1.7526493095850777,3.7632994805210838,0.0,2.010650170936006,0.8371578698860669,-1.3633768616860424
49,1.1315619419852763,1.2065352266820986,0.0,0.0749732846968223,0.5755134873909478,-0.004896208587346521
50,0.37071049136587053,2.8106385469638786,0.0,2.439928055598008,0.6821651244377954,-0.72169019265448
51,2.741704486532379,7.461017374907204,0.0,4.719312888374825,0.8260219676721433,-6.54993882173578
52,0.5462668939968014,5.9573414711418025,1.0,5.411074577145001,0.3321854903338661,13.494510096699548
53,0.675744056775755,-5.417874493519431,1.0,-5.093618550295186,0.6590631602191006,13.395078809183001
54,0.9870809614175837,2.520567984310985,1.0,2.533487022893401,0.6420769842096297,-1.0792951022691213
55,-0.6209511680822022,4.210043712629855,0.0,4.8309948807120575,0.7936812238019093,-5.152348276869492
56,1.8281507441245377,4.038527528030492,0.0,2.2103767839059545,0.3945243809122558,1.4196600562981205
57,0.27416968370617073,5.6310146017471014,0.0,6.356844918040931,0.36210794209174024,1.2918877722726132
58,0.2916688693504113,1.4320687348145904,0.0,1.1403998654641792,0.8874605277223881,-0.3960306252658071
59,0.5049416709466757,1.3424021381552507,0.0,0.8374604672085749,0.6281894449995887,1.5964935019801503
60,-0.17423897933584942,-1.2546053656927096,1.0,-0.08036638635686022,0.3546546675172488,1.0486470107950543
61,2.2801995911640613,-4.6475467930813315,0.0,-5.927746384245393,0.931545679739855,-3.6786739633659087
62,1.1715253929237448,3.1450378537541486,1.0,1.9735124608304038,0.5879267289028971,-2.0816585021254763
63,-0.8418485989954553,-2.012742330905124,0.0,-0.17089373190966872,0.37326277127646795,0.2606832775151517
64,-1.3961367196754835,2.862479281101364,1.0,6.258616000776847,0.936093500633468,6.645328963582574
65,0.19087485322942233,-3.0664510205636453,1.0,-3.2573258737930675,0.7217708490663984,2.347484747126856
66,-0.31793171649486185,0.6197620623074469,1.0,0.9376937788023088,0.9213056387716068,0.7437439270683666
67,1.971210524442357,3.177187089045388,0.0,1.205976564603031,0.6859083321293667,0.2573708044694585
68,1.162232419716755,-0.13320309677317657,0.0,-1.2954355164899316,0.7096413203224845,-0.3231330000518057
69,-1.2970785332858072,0.8268027423013744,1.0,3.1238812755871814,0.3829475846653959,1.900182783561151
70,-0.2524218447505295,-0.32692202127311853,1.0,0.925499823477411,0.9225577933498953,1.8074538740013129
71,-0.49177860916797256,6.071478754301233,1.0,7.563257363469205,0.7359992900136515,13.942812455320146
72,1.601843038749085,-1.2670236346258992,1.0,-1.8688666733749841,0.6772580760796565,1.5399179547894684
73,-0.6564088637083126,-0.3833286861791724,1.0,0.27308017752914027,0.256710758223018,0.6116167337193605
74,-1.6670135586195673,-2.5723374300884534,1.0,0.09467612853111396,0.5877744788656452,1.010146582680157
75,-0.9339167538844368,1.8517372891320452,0.0,2.785654043016482,0.5424626712971571,0.8861796906546948
76,-0.38030688242337385,1.300253204049738,1.0,1.680560086473112,0.26603217212566715,3.638353224356283
77,-0.3674692726978765,-0.38381197112196463,1.0,0.9836573015759118,0.28124583717792845,1.4185914375043693
78,-1.1838216157371688,2.417574338139059,1.0,3.601395953876228,0.4780996967892959,-0.7496715652249573
79,0.4621773385248298,3.5603383376697666,1.0,4.098160999144937,0.7457911389405685,0.7884664085298682
80,0.3178258797759621,2.3303471925943913,1.0,4.012521312818429,0.3512719880266522,-5.091195933740218
