,Q,R,S,T
0,0.0,-2.0,1.267256715025656,3.267256715025656
1,0.0,-2.0,-1.3734578114583038,1.6265421885416962
2,0.0,-2.0,-2.162018397408656,0.837981602591344
3,0.0,-2.0,0.2626229532370894,3.2626229532370896
4,0.0,-2.0,0.052147772084512045,3.052147772084512
5,0.0,-2.0,-0.8913236939911795,1.1086763060088205
6,0.0,-2.0,-4.371997211029447,-0.3719972110294467
7,0.0,-2.0,1.4516116953604503,3.4516116953604503
8,1.0,-2.0,1.2594643735306812,3.2594643735306814
9,0.0,-2.0,0.1971547385479293,2.1971547385479293
10,0.0,-2.0,-1.07115874313491,1.92884125686509
11,1.0,-2.0,-2.400292207640869,0.5997077923591312
12,0.0,-2.0,1.4249154669698587,4.424915466969859
13,1.0,-2.0,2.4079151766121902,4.407915176612191
14,1.0,-2.0,1.7067893086824304,3.7067893086824304
15,0.0,-2.0,0.6514731383318881,2.6514731383318884
16,1.0,-2.0,0.9848891277650227,2.9848891277650225
17,1.0,-2.0,-1.7121369844755496,0.28786301552445037
18,0.0,-2.0,-1.2526178723274892,0.7473821276725108
19,1.0,-2.0,-1.2739056738606749,2.726094326139325
20,1.0,-2.0,0.3894109052242567,2.3894109052242567
21,1.0,-2.0,3.0302147666498334,6.030214766649833
22,1.0,-2.0,-2.6766929604636074,1.3233070395363926
23,0.0,-2.0,1.3255445582787386,5.325544558278739
24,0.0,-2.0,-0.41106135433611835,1.5889386456638817
25,0.0,-2.0,-2.286066423508717,-0.2860664235087169
26,1.0,-2.0,-0.25215627239231797,2.747843727607682
27,0.0,-2.0,2.465251424151518,4.465251424151518
28,0.0,-2.0,-3.1621995402986287,-0.1621995402986287
29,1.0,-2.0,-1.0816485240085985,0.9183514759914015
30,0.0,-2.0,-1.5113519229298,0.48864807707019997
31,1.0,-2.0,-1.4851101828973148,1.5148898171026852
32,0.0,-2.0,-0.40755984344652596,1.592440156553474
33,0.0,-2.0,-0.6837243504296227,1.3162756495703773
34,0.0,-2.0,2.5147479383775364,5.514747938377536
35,0.0,-2.0,-0.4922000860997815,3.5077999139002185
36,0.0,-2.0,-1.2480746661623539,0.7519253338376461
37,0.0,-2.0,-0.9737636407111891,2.026236359288811
38,0.0,-2.0,-1.559543686503959,0.4404563134960411
39,0.0,-2.0,-1.8701945006888732,0.12980549931112684
40,0.0,-2.0,0.0857717046771298,4.08577170467713
41,1.0,-2.0,0.2919200174382035,2.2919200174382035
42,0.0,-2.0,-2.7313635090431116,1.2686364909568884
43,0.0,-2.0,-0.515598697477748,3.4844013025222518
44,0.0,-2.0,2.5201895802133274,5.520189580213327
45,0.0,-2.0,-0.4943142950876531,1.5056857049123469
46,1.0,-2.0,0.11536828991852133,3.1153682899185213
47,0.0,-2.0,0.8827690711576319,3.882769071157632
48,0.0,-2.0,1.1387471582341502,5.13874715823415
49,0.0,-2.0,4.192857598395642,8.192857598395642
50,0.0,-2.0,-1.0712838086125214,0.9287161913874786
51,1.0,-2.0,0.6424928628657214,2.6424928628657214
52,0.0,-2.0,1.0948706477787198,3.09487064777872
53,0.0,-2.0,-2.4770295766113173,0.5229704233886827
54,0.0,-2.0,-1.4093084080057454,0.5906915919942546
55,0.0,-2.0,-0.5431084367293684,1.4568915632706316
56,0.0,-2.0,-0.8519926044291837,2.1480073955708163
57,0.0,-2.0,-4.065691041530851,-2.065691041530851
58,0.0,-2.0,-2.1539530635811874,-0.15395306358118743
59,1.0,-2.0,0.6277582651218923,3.6277582651218925
60,0.0,-2.0,-3.124233945830527,-0.12423394583052705
61,0.0,-2.0,0.7917456885870207,3.791745688587021
62,1.0,-2.0,3.0880183537807295,6.088018353780729
63,1.0,-2.0,1.183102891243413,3.183102891243413
64,0.0,-2.0,1.491458063279611,4.491458063279611
65,0.0,-2.0,-0.039292889734684255,1.9607071102653157
66,0.0,-2.0,0.8558427469122971,4.855842746912297
67,0.0,-2.0,0.0040481598288260034,3.004048159828826
68,0.0,-2.0,1.6618845466881509,3.661884546688151
69,0.0,-2.0,-5.284105188424986,-1.284105188424986
70,0.0,-2.0,-3.7166156580295278,-0.7166156580295278
71,1.0,-2.0,2.8837557432503997,4.8837557432504
72,0.0,-2.0,0.8353242897340589,3.835324289734059
73,1.0,-2.0,-0.80863170445937,1.19136829554063
74,0.0,-2.0,-5.188878476064524,-1.1888784760645237
75,0.0,-2.0,-1.7061323892057696,1.2938676107942304
76,0.0,-2.0,-1.3066804606631697,2.69331953933683
77,0.0,-2.0,-1.6997887539354555,2.3002112460645447
78,1.0,-2.0,-0.8025306723994365,3.1974693276005635
79,0.0,-2.0,3.6350520196125604,5.63505201961256
